#shell-id	x	y	z
0	-0.110982	0.443659	-0.889297
0	-0.452755	-0.832690	-0.318811
0	-0.790853	-0.581332	-0.191326
0	0.365225	-0.771452	-0.521030
0	0.305866	0.639839	0.705019
0	0.075864	-0.761221	0.644040
0	0.281739	0.613400	-0.737810
0	-0.778451	0.433371	-0.454098
0	-0.435883	0.754477	-0.490684
0	0.823457	0.535463	-0.187613
0	0.961037	-0.137325	0.239894
0	-0.786828	0.117147	0.605953
0	-0.611696	0.760691	0.217202
0	-0.486015	0.459743	-0.743254
0	0.975730	0.217335	0.026764
0	0.642195	0.541864	0.542190
0	-0.875766	-0.220861	-0.429248
0	0.898661	-0.437623	-0.029922
0	0.512317	-0.457848	-0.726572
0	0.271661	0.267051	-0.924599
0	0.704770	-0.685941	0.181062
0	0.185960	-0.961498	-0.202336
0	-0.625481	-0.302659	0.719146
0	-0.581493	-0.241167	-0.776984
0	-0.217599	-0.317072	-0.923101
0	0.969234	-0.108863	-0.220757
0	-0.411423	0.103887	-0.905505
0	-0.292627	-0.869741	0.397391
0	-0.399091	0.910634	-0.107109
0	0.752883	-0.101225	0.650324
0	-0.065754	0.957248	-0.281697
0	-0.496950	0.058795	0.865785
0	0.033910	-0.042425	0.998524
0	-0.093661	0.626668	0.773637
0	0.878419	0.230685	-0.418527
0	0.602789	0.629352	-0.490471
0	-0.191376	0.283417	0.939707
0	0.775379	-0.469967	-0.421805
0	-0.552718	-0.829158	0.083669
0	-0.076291	-0.877387	-0.473680
0	-0.187452	-0.981541	-0.037936
