#shell-id	x	y	z
0	0.463841	0.756159	-0.461601
0	-0.282540	-0.415438	0.864628
0	-0.847214	-0.513317	0.136875
0	-0.868873	0.286577	-0.403651
0	-0.417533	0.885258	0.204902
0	0.826665	-0.556777	-0.081391
0	-0.527435	0.781897	-0.332340
0	-0.609591	-0.105664	-0.785643
0	0.991276	-0.025738	-0.129263
0	-0.902766	-0.265384	-0.338505
0	0.126582	0.459128	0.879306
0	0.500709	0.861416	0.085166
0	-0.361975	0.637330	0.680283
0	0.082157	0.887563	0.453301
0	-0.063969	0.763540	-0.642585
0	0.556259	0.613484	0.560548
0	-0.771111	0.308851	0.556775
0	-0.007578	-0.990255	0.139061
0	-0.126591	0.086958	-0.988136
0	0.381688	-0.131407	-0.914903
0	-0.749872	-0.244547	0.614727
0	-0.473095	0.435059	-0.766097
