#shell-id	x	y	z
0	-0.863475	0.282915	0.417576
0	0.819363	0.326527	0.471194
0	-0.317206	0.138989	-0.938117
0	0.424124	-0.466182	-0.776397
0	-0.198873	-0.711258	-0.674211
0	0.595853	0.586147	0.548990
0	0.033842	-0.848852	-0.527546
0	0.585334	-0.026908	0.810345
0	0.546850	-0.796762	0.257149
0	-0.214011	-0.000513	0.976831
0	0.655531	-0.542044	-0.525802
0	-0.757316	-0.587023	-0.286141
0	-0.937663	0.237151	-0.254063
0	-0.636834	-0.280932	-0.717997
0	-0.804197	0.002120	-0.594359
0	0.469803	-0.135254	-0.872348
0	0.999380	0.031499	0.015737
0	0.791437	-0.306727	0.528722
0	-0.387747	-0.537066	0.749141
0	-0.927864	-0.340382	-0.152345
0	-0.943098	-0.062466	-0.326594
0	-0.075638	-0.517660	0.852236
0	0.849836	-0.508443	0.138795
0	0.957872	-0.274926	-0.083044
0	-0.398404	-0.803074	-0.443111
0	-0.115567	0.626321	0.770951
0	-0.276602	0.897389	0.343780
0	-0.196106	-0.754953	0.625770
0	-0.183152	0.323717	0.928258
0	-0.674194	0.271576	0.686811
0	0.588180	0.147006	-0.795257
0	0.237707	-0.951561	0.195006
0	-0.572252	0.757729	0.313648
0	0.847933	0.264973	-0.459129
0	-0.569005	-0.803765	-0.173765
0	0.336285	0.941370	0.027106
0	0.323063	0.279129	-0.904277
0	0.313696	0.889295	-0.332790
0	0.082563	0.105647	0.990970
0	0.755931	0.558478	-0.341571
0	-0.013988	0.897288	-0.441223
0	-0.817009	0.531647	0.223267
0	-0.166192	-0.940378	-0.296765
0	-0.015336	0.236717	-0.971458
0	0.399551	0.497628	0.769886
0	-0.954454	0.001953	0.298351
0	0.794698	0.000249	-0.607005
0	-0.934210	-0.318523	0.160609
0	-0.330058	0.815263	-0.475824
0	0.265008	-0.448141	0.853780
0	-0.796709	-0.603696	0.028398
0	-0.647874	-0.414671	0.638989
0	-0.085704	0.989130	0.119483
0	-0.081164	-0.986825	0.139963
0	-0.479763	0.600947	-0.639289
0	0.134867	-0.702161	0.699129
0	-0.567517	0.329610	-0.754508
0	-0.577281	-0.799519	0.165879
0	-0.703852	0.577449	-0.413696
0	0.514967	0.700955	-0.493427
0	-0.368462	0.718761	0.589592
0	-0.369585	-0.200872	-0.907225
0	0.114558	0.433194	0.893991
0	0.687791	-0.725865	-0.007942
0	0.420218	-0.905943	-0.051810
