#shell-id	x	y	z
0	-0.837800	0.423842	0.344164
0	-0.486746	-0.866036	-0.114279
0	0.210917	0.420253	-0.882554
0	0.966455	-0.202429	0.158074
0	-0.995645	-0.092236	-0.013546
0	-0.389646	-0.817415	-0.424275
0	-0.219420	-0.666724	-0.712274
0	-0.897169	-0.404546	-0.177288
0	-0.597787	-0.302700	-0.742310
0	-0.699957	0.702633	0.127938
0	0.230760	-0.824759	-0.516258
0	0.445782	0.071416	0.892288
0	-0.934954	-0.109019	-0.337603
0	-0.335195	0.884084	-0.325639
0	0.790340	0.360283	-0.495539
0	0.763701	0.591376	-0.258912
0	0.234771	0.961708	-0.141423
0	0.306414	0.392731	0.867106
0	-0.530104	-0.822686	0.205369
0	0.544937	-0.124477	-0.829186
0	0.412371	-0.614907	-0.672190
0	0.079695	0.868473	0.489288
0	0.141135	-0.964736	-0.222184
0	-0.719798	-0.101716	0.686691
0	-0.600691	0.183278	-0.778190
0	-0.768014	-0.057387	-0.637856
0	-0.834984	0.151155	0.529107
0	0.336830	-0.377763	-0.862462
0	-0.689407	0.421093	-0.589405
0	-0.789111	-0.375378	-0.486205
0	-0.883304	0.468458	0.017927
0	-0.091712	0.646689	0.757221
0	-0.009885	0.388124	0.921554
0	0.745947	0.664718	0.041384
0	-0.138603	-0.100789	-0.985206
0	0.420805	-0.486663	0.765560
0	-0.407142	0.913252	-0.014390
0	-0.032435	-0.180830	0.982979
0	-0.555089	-0.381921	0.738927
0	0.649495	-0.375520	-0.661166
0	0.641646	-0.745923	0.178576
0	-0.205226	0.102648	0.973317
0	-0.018654	0.912522	-0.408602
0	0.928792	0.103452	-0.355868
0	-0.630291	0.634952	0.446732
0	-0.967495	0.172760	0.184683
0	-0.106644	0.496874	-0.861245
0	-0.674429	-0.652409	-0.345701
0	-0.449629	0.844890	0.289817
0	-0.550497	0.682360	-0.480976
0	0.518248	0.584059	0.624735
0	-0.816706	0.496033	-0.294860
0	-0.297318	-0.844098	0.446208
0	0.864919	-0.191971	0.463747
0	0.339001	0.630439	-0.698302
0	0.045916	0.729105	-0.682860
0	-0.290933	0.221773	-0.930685
0	0.923641	0.354699	-0.145178
0	-0.085958	0.991742	-0.095176
0	0.398591	0.152218	-0.904409
0	-0.179233	-0.967351	-0.179188
0	0.260788	-0.738427	0.621864
0	0.579438	0.641236	-0.503059
