#shell-id	x	y	z
0	0.201599	0.944158	0.260621
0	0.446232	-0.642142	-0.623322
0	0.098938	0.244341	0.964629
0	0.467891	0.883783	0.002307
0	0.707213	-0.699223	0.104580
0	-0.529865	-0.733851	-0.425095
0	-0.081157	0.578759	0.811450
0	0.402858	0.420222	-0.813093
0	0.994084	0.019411	-0.106870
0	-0.195567	-0.039854	0.979880
0	0.721504	-0.610985	-0.325775
0	0.387553	-0.902306	0.188803
0	-0.698149	-0.439448	0.565219
0	0.163880	-0.871998	-0.461263
0	0.175689	0.949874	-0.258599
0	0.802882	0.013769	0.595979
0	0.928875	0.282329	0.239755
0	-0.681916	-0.689336	0.244554
0	0.530011	-0.684024	0.501198
0	-0.144238	0.866048	-0.478702
0	0.576352	0.061453	-0.814888
0	-0.799093	0.419357	-0.430801
0	-0.521373	-0.133070	-0.842889
0	-0.262443	0.131058	-0.956006
0	0.027037	0.378030	-0.925398
0	0.771138	0.619644	0.146247
0	0.672744	-0.307620	-0.672893
0	0.717641	0.410376	0.562656
0	0.851272	0.090709	-0.516824
0	0.376845	0.487554	0.787578
0	0.457054	-0.864227	-0.210271
0	0.290868	-0.558376	0.776925
0	-0.893767	0.264012	0.362600
0	-0.958242	0.104793	-0.266065
0	-0.587511	0.293223	-0.754222
0	-0.415542	-0.754564	0.507896
0	0.091934	-0.995267	-0.031479
0	-0.906419	-0.377890	0.188689
0	0.184877	0.767818	0.613413
0	0.916537	-0.399884	0.007280
0	0.102254	0.698817	-0.707954
0	-0.343842	0.305364	0.887990
