#shell-id	x	y	z
0	0.653455	-0.722501	0.225807
0	-0.813901	-0.254208	-0.522439
0	-0.960292	0.215671	-0.176989
0	-0.677868	0.719987	0.148710
0	-0.051781	-0.720766	-0.691242
0	0.113868	-0.226156	0.967413
0	-0.951629	-0.288927	0.104512
0	-0.909149	-0.062055	0.411823
0	-0.208115	-0.125589	0.970008
0	-0.143821	0.982019	0.122289
0	-0.044695	0.806787	-0.589149
0	-0.592424	-0.767165	-0.245949
0	0.062096	-0.897837	-0.435927
0	-0.086325	0.967062	-0.239457
0	0.663217	0.557813	0.498987
0	0.414628	-0.848080	-0.329915
0	-0.764205	0.196331	0.614366
0	-0.682359	0.316396	-0.658999
0	0.281949	0.705826	-0.649858
0	0.377914	0.689427	0.617958
0	0.530306	-0.613323	0.585330
0	-0.853662	-0.477178	-0.208718
0	0.815725	0.441432	-0.373806
0	-0.649057	-0.023859	-0.760365
0	0.968439	0.139599	0.206489
0	-0.479796	-0.875894	0.051047
0	0.580321	0.532767	-0.615944
0	0.030973	0.157031	0.987108
0	-0.522482	0.414294	0.745233
0	0.420857	-0.289263	0.859771
0	-0.876317	0.353836	0.326908
0	0.870758	-0.085739	0.484180
0	0.143855	-0.492645	-0.858258
0	0.353598	0.072211	0.932606
0	0.558609	0.747240	-0.359984
0	-0.351777	0.838161	-0.416819
0	0.532504	0.360797	0.765679
0	0.806600	-0.462166	0.368510
0	0.727323	0.213448	-0.652259
0	0.988647	-0.083489	-0.124927
0	-0.085500	-0.504285	0.859294
0	-0.175980	-0.984124	-0.023027
0	0.871977	-0.489494	-0.007231
0	0.309589	-0.210243	-0.927336
0	0.216867	0.441391	0.870714
0	0.329034	-0.700594	-0.633171
0	-0.411160	-0.354116	0.839970
0	0.277900	0.895592	0.347399
0	0.237872	0.906049	-0.349989
0	0.240904	-0.584129	0.775086
0	-0.764441	-0.639846	0.078914
0	0.422356	-0.904792	0.054464
0	-0.658099	0.584487	0.474638
0	0.553434	-0.004490	-0.832881
