#shell-id	x	y	z
0	-0.782354	0.197672	0.590633
0	-0.649960	-0.102692	-0.752998
0	0.603562	0.795149	-0.058747
0	0.291066	0.089001	0.952554
0	0.514073	-0.025112	-0.857379
0	0.120377	-0.056055	-0.991144
0	0.274967	0.942626	0.189339
0	0.490122	0.494122	0.718070
0	-0.258585	-0.922434	0.286793
0	-0.343540	-0.372940	0.861914
0	0.080028	-0.326056	0.941957
0	-0.597858	0.584213	0.548872
0	-0.864344	0.472948	-0.170966
0	-0.348466	0.412199	0.841822
0	-0.954818	-0.104748	0.278118
0	-0.899576	-0.429317	-0.080319
0	0.172035	-0.750526	-0.638055
0	-0.079218	0.996855	0.002273
0	0.221155	0.799658	0.558245
0	0.699772	-0.694594	-0.166911
0	0.625742	-0.613254	0.482045
0	-0.514758	0.294601	-0.805130
0	0.495683	-0.855302	0.150854
0	-0.804108	-0.511705	0.302602
0	0.633044	0.686184	0.358339
0	-0.921171	0.322143	0.218328
0	0.323468	-0.897282	-0.300422
0	0.509374	0.668220	-0.542236
0	0.165698	-0.897079	0.409627
0	0.845385	0.285497	0.451459
0	0.840584	-0.198317	0.504073
0	-0.125706	-0.708982	0.693933
0	-0.284040	0.635502	-0.717955
0	-0.088532	-0.471282	-0.877528
0	-0.990402	0.020485	-0.136694
0	0.725248	0.263745	-0.635967
