1,13,13,0.28209479177387814
2,0,2,0.3862742020231896
2,2,0,0.3862742020231896
3,2,6,-0.3862742020231896
3,6,2,-0.3862742020231896
4,0,0,-0.31539156525252005
4,2,2,-0.31539156525252005
4,6,6,0.6307831305050401
5,0,6,-0.3862742020231896
5,6,0,-0.3862742020231896
6,0,0,0.3862742020231896
6,2,2,-0.3862742020231896
7,1,2,0.8850653848899652
7,2,1,0.8850653848899652
7,2,4,-0.8850653848899652
7,4,2,-0.8850653848899652
8,3,6,-1.8775072063475284
8,5,6,0.6258357354491761
8,6,3,-1.8775072063475284
8,6,5,0.6258357354491761
9,1,2,-0.3345232717786446
9,2,1,-0.3345232717786446
9,2,4,-0.3345232717786446
9,4,2,-0.3345232717786446
9,6,8,2.0071396306718676
9,8,6,2.0071396306718676
10,3,6,0.7096310218181701
10,5,6,0.7096310218181701
10,6,3,0.7096310218181701
10,6,5,0.7096310218181701
10,6,11,-0.9461746957575601
10,11,6,-0.9461746957575601
11,0,1,0.15867832037280646
11,1,0,0.15867832037280646
11,2,3,0.31735664074561293
11,2,5,0.15867832037280646
11,3,2,0.31735664074561293
11,5,2,0.15867832037280646
11,6,7,-1.2694265629824517
11,6,9,-1.2694265629824517
11,6,12,0.42314218766081724
11,7,6,-1.2694265629824517
11,9,6,-1.2694265629824517
11,12,6,0.42314218766081724
12,1,6,0.7096310218181701
12,4,6,0.7096310218181701
12,6,1,0.7096310218181701
12,6,4,0.7096310218181701
12,6,10,-0.9461746957575601
12,10,6,-0.9461746957575601
13,0,1,-0.1672616358893223
13,1,0,-0.1672616358893223
13,2,5,0.1672616358893223
13,5,2,0.1672616358893223
13,6,7,1.0035698153359338
13,6,9,-1.0035698153359338
13,7,6,1.0035698153359338
13,9,6,-1.0035698153359338
14,1,6,-0.6258357354491761
14,4,6,1.8775072063475284
14,6,1,-0.6258357354491761
14,6,4,1.8775072063475284
15,0,1,0.2212663462224913
15,1,0,0.2212663462224913
15,2,3,-1.3275980773349478
15,2,5,0.2212663462224913
15,3,2,-1.3275980773349478
15,5,2,0.2212663462224913
16,1,3,1.4492523407401987
16,3,1,1.4492523407401987
16,3,4,-4.830841135800663
16,4,3,-4.830841135800663
16,4,5,1.4492523407401987
16,5,4,1.4492523407401987
17,3,7,-4.183631145250245
17,5,7,8.36726229050049
17,5,9,-0.836726229050049
17,7,3,-4.183631145250245
17,7,5,8.36726229050049
17,9,5,-0.836726229050049
18,1,3,-0.713562525707996
18,3,1,-0.713562525707996
18,4,5,0.713562525707996
18,5,4,0.713562525707996
18,7,8,7.135625257079961
18,8,7,7.135625257079961
18,8,9,-7.135625257079961
18,9,8,-7.135625257079961
19,3,7,2.931257186404721
19,5,7,1.9541714576031473
19,5,9,-0.9770857288015736
19,7,3,2.931257186404721
19,7,5,1.9541714576031473
19,8,10,-7.816685830412589
19,9,5,-0.9770857288015736
19,9,11,2.605561943470863
19,10,8,-7.816685830412589
19,11,9,2.605561943470863
20,1,3,0.3256952429338579
20,3,1,0.3256952429338579
20,3,4,0.6513904858677158
20,4,3,0.6513904858677158
20,4,5,0.3256952429338579
20,5,4,0.3256952429338579
20,7,8,-5.211123886941726
20,8,7,-5.211123886941726
20,8,9,-5.211123886941726
20,9,8,-5.211123886941726
20,10,11,5.211123886941726
20,11,10,5.211123886941726
21,3,7,-1.029938790752852
21,5,7,-2.059877581505704
21,5,9,-1.029938790752852
21,7,3,-1.029938790752852
21,7,5,-2.059877581505704
21,8,10,4.119755163011408
21,9,5,-1.029938790752852
21,9,11,4.119755163011408
21,10,8,4.119755163011408
21,11,9,4.119755163011408
21,11,12,-1.6479020652045633
21,12,11,-1.6479020652045633
22,1,1,-0.3178460113381421
22,3,3,-0.9535380340144264
22,4,4,-0.9535380340144264
22,5,5,-0.3178460113381421
22,7,7,5.721228204086558
22,8,8,11.442456408173117
22,9,9,5.721228204086558
22,10,10,-7.628304272115411
22,11,11,-7.628304272115411
22,12,12,1.0171072362820548
23,1,7,-1.029938790752852
23,4,7,-2.059877581505704
23,5,8,-1.029938790752852
23,7,1,-1.029938790752852
23,7,4,-2.059877581505704
23,7,10,4.119755163011408
23,8,5,-1.029938790752852
23,9,10,4.119755163011408
23,10,7,4.119755163011408
23,10,9,4.119755163011408
23,10,12,-1.6479020652045633
23,12,10,-1.6479020652045633
24,1,1,0.3256952429338579
24,3,3,0.3256952429338579
24,4,4,-0.3256952429338579
24,5,5,-0.3256952429338579
24,7,7,-5.211123886941726
24,9,9,5.211123886941726
24,10,10,5.211123886941726
24,11,11,-5.211123886941726
25,1,7,0.9770857288015736
25,4,7,-1.9541714576031473
25,5,8,-2.931257186404721
25,7,1,0.9770857288015736
25,7,4,-1.9541714576031473
25,7,10,-2.605561943470863
25,8,5,-2.931257186404721
25,9,10,7.816685830412589
25,10,7,-2.605561943470863
25,10,9,7.816685830412589
26,1,1,-0.356781262853998
26,3,3,1.7839063142699902
26,4,4,1.7839063142699902
26,5,5,-0.356781262853998
26,7,7,3.5678126285399805
26,8,8,-21.406875771239882
26,9,9,3.5678126285399805
27,1,7,-0.836726229050049
27,4,7,8.36726229050049
27,5,8,-4.183631145250245
27,7,1,-0.836726229050049
27,7,4,8.36726229050049
27,8,5,-4.183631145250245
28,1,1,0.48308411358006625
28,3,3,-7.246261703700994
28,4,4,7.246261703700994
28,5,5,-0.48308411358006625
29,0,0,1.
29,2,2,1.
29,6,6,1.
29,13,13,-1.
29,23,23,1.
30,6,6,-1.
30,6,7,0.5
30,6,9,0.5
30,6,12,0.5
30,7,6,0.5
30,9,6,0.5
30,12,6,0.5
30,22,22,1.
31,2,6,-0.5
31,3,6,0.5
31,5,6,0.5
31,6,2,-0.5
31,6,3,0.5
31,6,5,0.5
31,6,11,0.5
31,11,6,0.5
31,21,22,0.5
31,22,21,0.5
32,2,2,-1.
32,2,3,0.5
32,2,5,0.5
32,3,2,0.5
32,5,2,0.5
32,6,9,0.5
32,9,6,0.5
32,21,21,1.
33,0,6,-0.5
33,1,6,0.5
33,4,6,0.5
33,6,0,-0.5
33,6,1,0.5
33,6,4,0.5
33,6,10,0.5
33,10,6,0.5
33,20,22,0.5
33,22,20,0.5
34,0,2,-0.5
34,1,2,0.5
34,2,0,-0.5
34,2,1,0.5
34,2,4,0.5
34,4,2,0.5
34,6,8,0.5
34,8,6,0.5
34,20,21,0.5
34,21,20,0.5
35,0,0,-1.
35,0,1,0.5
35,1,0,0.5
35,2,3,0.5
35,3,2,0.5
35,6,7,0.5
35,7,6,0.5
35,20,20,1.
36,6,12,-0.5
36,10,10,1.
36,11,11,1.
36,12,6,-0.5
36,12,12,1.
36,29,29,1.
37,6,11,-0.5
37,8,10,0.5
37,9,11,0.5
37,10,8,0.5
37,11,6,-0.5
37,11,9,0.5
37,11,12,0.5
37,12,11,0.5
37,28,29,0.5
37,29,28,0.5
38,6,9,-0.5
38,8,8,1.
38,9,6,-0.5
38,9,9,1.
