#shell-id	x	y	z
0	-0.076962	0.996934	-0.014096
0	-0.788467	-0.465105	-0.402489
0	0.888014	0.163498	0.429768
0	-0.565923	-0.818962	-0.095037
0	-0.023193	-0.689561	-0.723856
0	0.813807	-0.084963	0.574891
0	0.033941	0.966910	0.252851
0	-0.790899	0.341335	0.507906
0	-0.578377	0.658537	-0.481465
0	-0.987348	0.156684	0.024355
0	0.785987	0.605251	0.126078
0	0.740364	0.263982	-0.618203
0	-0.139946	0.939499	-0.312661
0	-0.615195	0.266631	0.741918
0	0.708407	0.686958	-0.162015
0	0.628122	0.043970	0.776871
0	-0.889438	-0.438164	0.130046
0	-0.352592	0.381952	0.854278
0	-0.946380	0.095868	0.308502
0	0.322687	0.675460	-0.663043
0	-0.013626	0.354982	-0.934774
0	0.015004	0.840212	-0.542050
0	-0.292730	-0.850650	0.436697
0	-0.704536	0.607723	0.366473
0	-0.476257	-0.252497	0.842273
0	-0.171949	-0.252496	-0.952197
0	-0.563361	-0.522763	-0.639799
0	0.825603	-0.042893	-0.562619
0	-0.622400	0.768085	-0.150541
0	-0.720223	-0.274766	-0.637010
0	-0.361538	-0.875834	-0.319696
0	0.891169	-0.390630	-0.230707
0	-0.124193	0.170100	0.977570
0	-0.978397	-0.017517	-0.205993
0	0.636748	0.025494	-0.770651
0	0.172098	-0.843830	-0.508264
0	0.355751	0.715988	0.600669
0	0.257021	0.520975	0.813957
0	-0.122585	-0.855937	-0.502340
0	-0.586249	0.238575	-0.774205
0	-0.769679	-0.489873	0.409413
0	-0.905552	-0.211271	0.367886
0	-0.401570	0.082722	0.912085
0	-0.219131	0.542822	-0.810756
0	0.557467	0.493343	-0.667715
0	0.930169	0.330334	0.160202
0	0.316345	-0.273802	0.908272
0	-0.373186	-0.017112	-0.927599
0	0.780380	-0.552105	0.293576
0	0.485970	-0.509298	0.710246
0	0.910810	-0.241641	0.334715
0	-0.280858	0.641186	0.714142
0	-0.267111	-0.962308	-0.051148
0	-0.406339	0.845154	-0.347279
0	0.085737	-0.057261	0.994671
0	0.773871	-0.630053	-0.064480
0	0.041459	0.646533	-0.761759
0	0.908719	-0.409252	0.082120
0	-0.602597	-0.700586	-0.382174
0	0.739504	-0.386733	0.550973
0	-0.143323	-0.965141	0.218999
0	0.262360	0.448884	-0.854208
0	0.210826	0.145657	-0.966611
0	-0.275634	0.931374	0.237841
0	0.556864	-0.536988	-0.633676
0	0.985468	0.146919	-0.085251
0	-0.368388	0.927958	-0.056426
0	0.554886	-0.815010	-0.166916
0	-0.057789	0.455795	0.888207
0	0.457280	0.870872	-0.180212
0	-0.560612	-0.703981	0.436034
0	0.454784	-0.765039	-0.455947
0	0.271563	-0.752206	0.600366
0	-0.461287	-0.303694	-0.833657
