#shell-id	x	y	z
0	0.632258	0.362822	-0.684551
0	-0.855663	-0.002394	-0.517528
0	-0.971508	-0.225862	0.071816
0	-0.085890	-0.689742	-0.718943
0	0.413958	-0.891537	0.183847
0	0.126148	0.980702	0.149366
0	-0.332474	0.243903	0.911028
0	0.486426	-0.755848	-0.438274
0	-0.658716	-0.607731	-0.443571
0	-0.109804	-0.829343	0.547845
0	-0.046903	-0.328908	0.943196
0	0.881379	-0.465519	0.080390
0	0.831570	-0.220620	-0.509723
0	0.375271	0.152361	0.914307
0	-0.512890	0.510933	-0.689849
0	-0.628815	-0.756667	0.179016
