#shell-id	x	y	z
0	-0.103949	-0.994521	-0.011070
0	-0.994473	0.104674	0.008129
0	0.296096	0.935454	-0.193009
0	-0.306107	-0.405093	-0.861509
0	0.473742	0.798948	-0.370473
0	0.900210	0.433834	-0.037545
0	0.761236	0.405174	0.506314
0	0.818121	0.015583	-0.574835
0	-0.122442	0.177126	-0.976542
0	-0.536747	-0.840945	0.068661
0	-0.644723	0.591393	-0.484341
0	0.369136	-0.798365	-0.475766
0	-0.569502	-0.643600	-0.511318
0	0.837412	-0.248194	-0.486971
0	-0.952467	0.066006	0.297406
0	0.896374	0.376529	0.233966
0	-0.029136	-0.954595	0.296477
0	0.149371	-0.724237	-0.673178
0	0.160980	0.216845	-0.962841
0	-0.009039	-0.456798	0.889524
0	-0.640087	-0.585841	0.497071
0	0.410619	0.240846	-0.879423
0	-0.380879	0.080828	-0.921085
0	-0.641829	0.061907	-0.764345
0	0.211280	0.849204	-0.483956
0	0.086402	0.596649	0.797838
0	0.698194	0.676434	-0.234439
0	-0.231855	0.236443	0.943577
0	-0.752842	-0.323590	0.573165
0	0.949623	-0.122000	0.288673
0	-0.348018	-0.929129	-0.124908
0	0.977359	0.178343	-0.113854
0	0.659848	-0.406996	-0.631629
0	0.555467	0.428519	0.712620
0	0.790294	-0.498975	-0.355611
0	-0.773386	0.592499	-0.225432
0	0.635190	-0.735206	-0.236653
0	0.504453	-0.297888	0.810426
0	0.540635	-0.784055	0.304911
0	0.363821	0.826358	0.429846
0	-0.404868	0.888662	0.215319
0	0.188960	-0.499441	-0.845490
0	-0.925769	0.361604	-0.110429
0	0.648764	-0.142522	-0.747525
0	0.539679	0.436904	-0.719626
0	0.722279	0.180622	0.667600
0	0.409261	-0.030715	-0.911900
0	0.179066	-0.645307	0.742640
0	0.415380	-0.907576	0.061353
0	-0.389752	-0.674554	0.626953
0	0.459933	-0.547495	0.699078
0	-0.131140	-0.942184	-0.308369
0	0.844131	-0.368535	0.389390
0	0.837384	0.451769	-0.307721
0	-0.035676	-0.342035	-0.939010
0	-0.890227	-0.149252	-0.430371
0	-0.488459	-0.180694	-0.853673
0	-0.142396	0.972124	0.186277
0	0.905060	0.196117	-0.377365
0	0.372464	-0.753286	0.542062
0	-0.104916	-0.692246	0.713994
0	-0.927962	0.322468	0.186818
0	-0.260814	0.401358	-0.878002
0	0.211233	0.131288	0.968578
0	0.347019	0.641311	0.684323
0	0.565364	0.792373	0.229149
0	-0.275792	-0.489529	0.827225
0	0.699885	-0.346145	0.624775
0	-0.591802	0.640220	0.489783
0	0.979183	0.129112	0.156625
0	0.270781	-0.904201	0.330300
0	0.644867	-0.763416	0.036651
0	-0.828907	0.099693	-0.550431
0	0.081833	-0.835970	0.542639
0	0.156075	-0.983956	0.086441
0	-0.752767	-0.657470	-0.032788
0	0.634882	0.137599	-0.760257
0	-0.411035	0.588961	0.695827
0	0.111999	-0.888588	-0.444823
0	-0.821980	0.565195	0.070024
0	0.125501	0.800875	0.585532
0	0.747099	0.593896	0.298547
0	-0.065470	0.038188	0.997124
0	0.458203	-0.334122	-0.823658
