#shell-id	x	y	z
0	-0.677308	-0.579973	-0.452643
0	-0.840609	-0.030061	-0.540808
0	-0.624250	0.054893	-0.779294
0	0.364558	-0.808465	0.462041
0	0.473653	-0.358937	0.804249
0	-0.707290	-0.693529	0.136961
0	0.372258	-0.907190	-0.196039
0	0.646917	-0.292999	-0.704025
0	-0.949747	-0.312917	-0.007925
0	-0.134075	0.990949	-0.006640
0	0.932594	-0.227553	-0.280158
0	0.226634	0.937974	-0.262378
0	-0.500313	-0.784764	0.365832
0	0.705331	0.282623	0.650102
0	-0.471448	-0.181404	-0.863035
0	0.616487	-0.730854	0.292910
0	0.496360	-0.600516	-0.626902
0	0.813106	-0.573624	0.099067
0	0.924749	-0.198954	0.324433
0	0.079974	-0.813032	0.576700
0	-0.144836	-0.118177	-0.982373
0	-0.761187	0.438693	0.477643
0	-0.169600	-0.984971	-0.032672
0	0.943808	0.131581	-0.303172
0	-0.661308	-0.059172	0.747777
0	0.035996	0.157767	-0.986820
0	0.165639	-0.139349	-0.976292
0	-0.084462	0.948830	-0.304281
0	0.256334	0.390861	0.884036
0	-0.157880	0.673234	0.722378
0	-0.059833	-0.626732	0.776935
0	-0.300478	-0.908065	-0.291773
0	0.393660	-0.906794	0.150849
0	0.964749	0.095095	0.245391
0	0.861766	0.350376	0.366873
0	-0.138739	0.396891	-0.907320
0	-0.813885	-0.566937	-0.127174
0	0.567344	-0.576990	0.587540
0	-0.455310	0.140872	0.879118
0	-0.591059	-0.776230	-0.219353
0	0.406588	0.747095	0.525865
0	0.224296	0.811377	-0.539776
0	-0.046707	0.426497	0.903282
0	0.349830	-0.429025	-0.832800
0	-0.950919	0.307553	-0.034126
0	0.050852	-0.955426	-0.290820
0	-0.069238	-0.841238	-0.536213
0	0.794395	-0.471751	0.382606
0	0.738832	-0.280086	0.612927
0	0.283024	-0.616926	0.734370
0	-0.365722	-0.146222	0.919166
0	0.840989	-0.082784	-0.534682
0	-0.593773	0.719512	0.360188
0	0.405398	0.614146	-0.677109
0	0.174875	0.647713	0.741544
0	-0.670597	-0.558216	0.488565
0	0.323697	-0.124507	0.937933
0	0.820741	-0.534819	-0.200880
0	-0.288362	0.823738	0.488162
0	-0.468310	-0.882551	0.042314
0	0.999138	-0.012172	-0.039675
0	-0.493698	-0.503013	-0.709394
0	-0.556050	-0.358376	0.749917
0	0.796974	0.268120	-0.541243
0	0.622990	-0.780818	-0.046971
0	0.230700	0.410837	-0.882038
0	-0.857419	-0.447297	0.254476
